Group,PrivateCreator,Elem,Name,Action
0054,,0021,NumberofDetectors,@keep()
0054,,0022,DetectorInformationSequence,@keep()
0054,,0030,PhaseVector,@keep()
0054,,0031,NumberofPhases,@keep()
0054,,0032,PhaseInformationSequence,@keep()
0054,,0033,NumberofFramesinPhase,@keep()
0054,,0036,PhaseDelay,@keep()
0054,,0038,PauseBetweenFrames,@keep()
0054,,0039,PhaseDescription,@keep()
0054,,0050,RotationVector,@keep()
0054,,0051,NumberofRotations,@keep()
0054,,0052,RotationInformationSequence,@keep()
0054,,0053,NumberofFramesinRotation,@keep()
0054,,0060,R-RIntervalVector,@keep()
0054,,0061,NumberofR-RIntervals,@keep()
0054,,0062,GatedInformationSequence,@keep()
0054,,0063,DataInformationSequence,@keep()
0054,,0070,TimeSlotVector,@keep()
0054,,0071,NumberofTimeSlots,@keep()
0054,,0072,TimeSlotInformationSequence,@keep()
0054,,0073,TimeSlotTime,@keep()
0054,,0080,SliceVector,@keep()
0054,,0081,NumberofSlices,@keep()
0054,,0090,AngularViewVector,@keep()
0054,,0100,TimeSliceVector,@keep()
0054,,0101,NumberofTimeSlices,@keep()
0054,,0200,StartAngle,@keep()
0054,,0202,TypeofDetectorMotion,@keep()
0054,,0210,TriggerVector,@keep()
0054,,0211,NumberofTriggersinPhase,@keep()
0054,,0220,ViewCodeSequence,@keep()
0054,,0222,ViewModifierCodeSequence,@keep()
0054,,0300,RadionuclideCodeSequence,@keep()
0054,,0302,AdministrationRouteCodeSequence,@keep()
0054,,0304,RadiopharmaceuticalCodeSequence,@keep()
0054,,0306,CalibrationDataSequence,@keep()
0054,,0308,EnergyWindowNumber,@keep()
0054,,0410,PatientOrientationCodeSequence,@keep()
0054,,0412,PatientOrientationModifierCodeSequence,@keep()
0054,,0500,SliceProgressionDirection,@keep()
0054,,0501,ScanProgressionDirection,@keep()
0054,,1000,SeriesType,@keep()
0054,,1001,Units,@keep()
0054,,1002,CountsSource,@keep()
0054,,1004,ReprojectionMethod,@keep()
0054,,1006,SUVType,@keep()
0054,,1100,RandomsCorrectionMethod,@keep()
0054,,1101,AttenuationCorrectionMethod,@keep()
0054,,1102,DecayCorrection,@keep()
0054,,1103,ReconstructionMethod,@keep()
0054,,1105,ScatterCorrectionMethod,@keep()
0054,,1200,AxialAcceptance,@keep()
0054,,1201,AxialMash,@keep()
0054,,1202,TransverseMash,@keep()
0054,,1203,DetectorElementSize,@keep()
0054,,1210,CoincidenceWindowWidth,@keep()
0054,,1220,SecondaryCountsType,@keep()
0054,,1300,FrameReferenceTime,@keep()
0054,,1310,Primary(Prompts)CountsAccumulated,@keep()
0054,,1311,SecondaryCountsAccumulated,@keep()
0054,,1320,SliceSensitivityFactor,@keep()
0054,,1321,DecayFactor,@keep()
0054,,1322,DoseCalibrationFactor,@keep()
0054,,1323,ScatterFractionFactor,@keep()
0054,,1324,DeadTimeFactor,@keep()
0054,,1330,ImageIndex,@keep()
0060,,3000,HistogramSequence,@keep()
0060,,3002,HistogramNumberofBins,@keep()
0060,,3004,HistogramFirstBinValue,@keep()
0060,,3006,HistogramLastBinValue,@keep()
0060,,3008,HistogramBinWidth,@keep()
0060,,3020,HistogramData,@keep()
0062,,0001,SegmentationType,@keep()
0062,,0002,SegmentSequence,@keep()
0062,,0003,SegmentedPropertyCategoryCodeSequence,@keep()
0062,,0004,SegmentNumber,@keep()
0062,,0005,SegmentLabel,@remove()
0062,,0008,SegmentAlgorithmType,@keep()
0062,,0009,SegmentAlgorithmName,@remove()
0062,,000A,SegmentIdentificationSequence,@keep()
0062,,000B,ReferencedSegmentNumber,@keep()
0062,,000C,RecommendedDisplayGrayscaleValue,@keep()
0062,,000D,RecommendedDisplayCIELabValue,@keep()
0062,,0011,SegmentedPropertyTypeModifierCodeSequence,@keep()
0062,,0021,TrackingUID,@keep()
0066,,0001,NumberofSurfaces,@keep()
0066,,0002,SurfaceSequence,@keep()
0066,,0003,SurfaceNumber,@keep()
0066,,0009,SurfaceProcessing,@keep()
0066,,000A,SurfaceProcessingRatio,@keep()
0066,,000C,RecommendedPresentationOpacity,@keep()
0066,,000D,RecommendedPresentationType,@keep()
0066,,000E,FiniteVolume,@keep()
0066,,0010,Manifold,@keep()
0066,,0011,SurfacePointsSequence,@keep()
0066,,0012,SurfacePointsNormalsSequence,@keep()
0066,,0013,SurfaceMeshPrimitivesSequence,@keep()
0066,,0015,NumberofSurfacePoints,@keep()
0066,,0016,PointCoordinatesData,@keep()
0066,,0017,PointPositionAccuracy,@keep()
0066,,0018,AveragePointDistance,@keep()
0066,,0019,MaximumPointDistance,@keep()
0066,,001A,PointsBoundingBoxCoordinates,@keep()
0066,,001B,AxisofRotation,@keep()
0066,,001C,CenterofRotation,@keep()
0066,,001E,NumberofVectors,@keep()
0066,,001F,VectorDimensionality,@keep()
0066,,0020,VectorAccuracy,@keep()
0066,,0021,VectorCoordinateData,@keep()
0066,,0026,TriangleStripSequence,@keep()
0066,,0027,TriangleFanSequence,@keep()
0066,,0028,LineSequence,@keep()
0066,,002A,SurfaceCount,@keep()
0066,,002B,ReferencedSurfaceSequence,@keep()
0066,,002C,ReferencedSurfaceNumber,@keep()
0066,,002D,SegmentSurfaceGenerationAlgorithmIdentificationSequence,@keep()
0066,,002E,SegmentSurfaceSourceinstanceSequence,@keep()
0066,,0034,FacetSequence,@keep()
0066,,0035,SurfaceProcessingAlgorithmIdentificationSequence,@keep()
0066,,0037,RecommendedPointRadius,@keep()
0066,,0038,RecommendedLineThickness,@keep()
0066,,0040,LongPrimitivePointIndexList,@keep()
0066,,0041,LongTrianglePointIndexList,@keep()
0066,,0042,LongEdgePointIndexList,@keep()
0066,,0043,LongVertexPointIndexList,@keep()
0070,,0001,GraphicAnnotationSequence,@keep()
0070,,0002,GraphicLayer,@keep()
0070,,0003,BoundingBoxAnnotationUnits,@keep()
0070,,0004,AnchorPointAnnotationUnits,@keep()
0070,,0005,GraphicAnnotationUnits,@keep()
0070,,0009,GraphicObjectSequence,@keep()
0070,,0010,BoundingBoxTopLeftHandCorner,@keep()
0070,,0011,BoundingBoxBottomRightHandCorner,@keep()
0070,,0012,BoundingBoxTextHorizontalJustification,@keep()
0070,,0014,AnchorPoint,@keep()
0070,,0015,AnchorPointVisibility,@keep()
0070,,0020,GraphicDimensions,@keep()
0070,,0021,NumberofGraphicPoints,@keep()
0070,,0022,GraphicData,@keep()
0070,,0023,GraphicType,@keep()
0070,,0024,GraphicFilled,@keep()
0070,,0041,ImageHorizontalFlip,@keep()
0070,,0042,ImageRotation,@keep()
0070,,0052,DisplayedAreaTopLeftHandCorner,@keep()
0070,,0053,DisplayedAreaBottomRightHandCorner,@keep()
0070,,005A,DisplayedAreaSelectionSequence,@keep()
0070,,0060,GraphicLayerSequence,@keep()
0070,,0062,GraphicLayerOrder,@keep()
0070,,0066,GraphicLayerRecommendedDisplayGrayscaleValue,@keep()
0070,,0067,GraphicLayerRecommendedDisplayRGBValue,@keep()
0070,,0082,PresentationCreationDate,@keep()
0070,,0083,PresentationCreationTime,@keep()
0070,,0100,PresentationSizeMode,@keep()
0070,,0101,PresentationPixelSpacing,@keep()
0070,,0102,PresentationPixelAspectRatio,@keep()
0070,,0103,PresentationPixelMagnificationRatio,@keep()
0070,,0207,GraphicGroupLabel,@keep()
0070,,0209,CompoundGraphicSequence,@keep()
0070,,0226,CompoundGraphicInstanceID,@keep()
0070,,0227,FontName,@keep()
0070,,0228,FontNameType,@keep()
0070,,0229,CSSFontName,@keep()
0070,,0230,RotationAngle,@keep()
0070,,0231,TextStyleSequence,@keep()
0070,,0232,LineStyleSequence,@keep()
0070,,0233,FillStyleSequence,@keep()
0070,,0234,GraphicGroupSequence,@keep()
0070,,0241,TextColorCIELabValue,@keep()
0070,,0242,HorizontalAlignment,@keep()
0070,,0243,VerticalAlignment,@keep()
0070,,0244,ShadowStyle,@keep()
0070,,0245,ShadowOffsetX,@keep()
0070,,0246,ShadowOffsetY,@keep()
0070,,0247,ShadowColorCIELabValue,@keep()
0070,,0248,Underlined,@keep()
0070,,0249,Bold,@keep()
0070,,0250,Italic,@keep()
0070,,0251,PatternOnColorCIELabValue,@keep()
0070,,0252,PatternOffColorCIELabValue,@keep()
0070,,0253,LineThickness,@keep()
0070,,0254,LineDashingStyle,@keep()
0070,,0255,LinePattern,@keep()
0070,,0256,FillPattern,@keep()
0070,,0257,FillMode,@keep()
0070,,0258,ShadowOpacity,@keep()
0070,,0261,GapLength,@keep()
0070,,0262,DiameterofVisibility,@keep()
0070,,0273,RotationPoint,@keep()
0070,,0274,TickAlignment,@keep()
0070,,0278,ShowTickLabel,@keep()
0070,,0279,TickLabelAlignment,@keep()
0070,,0282,CompoundGraphicUnits,@keep()
0070,,0284,PatternOnOpacity,@keep()
0070,,0285,PatternOffOpacity,@keep()
0070,,0287,MajorTicksSequence,@keep()
0070,,0288,TickPosition,@keep()
0070,,0289,TickLabel,@keep()
0070,,0294,CompoundGraphicType,@keep()
0070,,0295,GraphicGroupID,@keep()
0070,,0308,RegistrationSequence,@keep()
0070,,0309,MatrixRegistrationSequence,@keep()
0070,,030A,MatrixSequence,@keep()
0070,,030C,FrameofReferenceTransformationMatrixType,@keep()
0070,,030D,RegistrationTypeCodeSequence,@keep()
0070,,031A,FiducialUID,@keep()
0070,,031B,ReferencedFiducialUID,@keep()
0070,,0401,GraphicLayerRecommendedDisplayCIELabValue,@keep()
0070,,0402,BlendingSequence,@keep()
0070,,0403,RelativeOpacity,@keep()
0070,,0404,ReferencedSpatialRegistrationSequence,@keep()
0070,,0405,BlendingPosition,@keep()
0070,,1101,PresentationDisplayCollectionUID,@keep()
0070,,1102,PresentationSequenceCollectionUID,@keep()
0070,,1202,PresentationInputType,@keep()
0074,,1212,PerformedProcessingParametersSequence,@keep()
0082,,0032,ConstraintType,@keep()
0082,,0034,ConstraintValueSequence,@keep()
0082,,0035,RecommendedDefaultValueSequence,@keep()
0082,,0036,ConstraintViolationSignificance,@keep()
0082,,0038,ModifiableConstraintFlag,@keep()
2001,Philips Imaging DD 001,0003,DiffusionB-Factor,@keep()
2001,Philips Imaging DD 001,0004,DiffusionDirection,@keep()
2005,Philips MR Imaging DD 001,000D,ScaleIntercept,@keep()
2005,Philips MR Imaging DD 001,000E,ScaleSlope,@keep()
2005,Philips MR Imaging DD 001,00B0,DiffusionDirectionRL,@keep()
2005,Philips MR Imaging DD 001,00B1,DiffusionDirectionAP,@keep()
2005,Philips MR Imaging DD 001,00B2,DiffusionDirectionFH,@keep()
2050,,0010,PresentationLUTSequence,@keep()
2050,,0020,PresentationLUTShape,@keep()
2200,,000F,AllowLossyCompression,@keep()
3002,,000A,ReportedValuesOrigin,@keep()
3002,,000C,RTImagePlane,@keep()
3002,,000D,X-RayImageReceptorTranslation,@keep()
3002,,000E,X-RayImageReceptorAngle,@keep()
3002,,0010,RTImageOrientation,@keep()
3002,,0011,ImagePlanePixelSpacing,@keep()
3002,,0012,RTImagePosition,@keep()
3002,,0026,RTImageSID,@keep()
3002,,0028,SourcetoReferenceObjectDistance,@keep()
3002,,0029,FractionNumber,@keep()
3002,,0030,ExposureSequence,@keep()
3004,,0012,DoseValue,@keep()
3006,,0008,StructureSetDate,@empty()
3006,,0010,ReferencedFrameofReferenceSequence,@keep()
3006,,0012,RTReferencedStudySequence,@keep()
3006,,0014,RTReferencedSeriesSequence,@keep()
3006,,0016,ContourImageSequence,@keep()
3006,,0020,StructureSetROISequence,@keep()
3006,,0022,ROINumber,@keep()
3006,,0024,ReferencedFrameofReferenceUID,@keep()
3006,,0026,ROIName,@keep()
3006,,002A,ROIDisplayColor,@keep()
3006,,002C,ROIVolume,@keep()
3006,,0030,RTRelatedROISequence,@keep()
3006,,0033,RTROIRelationship,@keep()
3006,,0036,ROIGenerationAlgorithm,@keep()
3006,,0037,ROIDerivationAlgorithmIdentificationSequence,@keep()
3006,,0038,ROIGenerationDescription,@keep()
3006,,0039,ROIContourSequence,@keep()
3006,,0040,ContourSequence,@keep()
3006,,0042,ContourGeometricType,@keep()
3006,,0044,ContourSlabThickness,@keep()
3006,,0045,ContourOffsetVector,@keep()
3006,,0046,NumberofContourPoints,@keep()
3006,,0048,ContourNumber,@keep()
3006,,0049,AttachedContours,@keep()
3006,,0050,ContourData,@keep()
3006,,0080,RTROIObservationsSequence,@keep()
3006,,0082,ObservationNumber,@keep()
3006,,0084,ReferencedROINumber,@keep()
3006,,0085,ROIObservationLabel,@keep()
3006,,0086,RTROIIdentificationCodeSequence,@keep()
3006,,00A0,RelatedRTROIObservationsSequence,@keep()
3006,,00A4,RTROIInterpretedType,@keep()
3006,,00A6,ROIInterpreter,@empty()
3006,,00B0,ROIPhysicalPropertiesSequence,@keep()
3006,,00B2,ROIPhysicalProperty,@keep()
3006,,00B4,ROIPhysicalPropertyValue,@keep()
3006,,00B6,ROIElementalCompositionSequence,@keep()
3006,,00B7,ROIElementalCompositionAtomicNumber,@keep()
3006,,00B8,ROIElementalCompositionAtomicMassFraction,@keep()
3006,,00C2,RelatedFrameofReferenceUID,@keep()
3006,,00C6,FrameofReferenceTransformationMatrix,@keep()
300A,,0013,DoseReferenceUID,@keep()
300A,,00C0,BeamNumber,@keep()
300A,,00E1,MaterialID,@empty()
300A,,0128,TableTopVerticalPosition,@keep()
300A,,0129,TableTopLongitudinalPosition,@keep()
300A,,012A,TableTopLateralPosition,@keep()
300A,,0420,GeneralAccessorySequence,@keep()
5200,,9229,SharedFunctionalGroupsSequence,@keep()
5200,,9230,Per-frameFunctionalGroupsSequence,@keep()
5600,,0020,SpectroscopyData,@keep()
60xx,,0010,OverlayRows,@keep()
60xx,,0011,OverlayColumns,@keep()
60xx,,0015,NumberofFramesinOverlay,@keep()
60xx,,0040,OverlayType,@keep()
60xx,,0045,OverlaySubtype,@keep()
60xx,,0050,OverlayOrigin,@keep()
60xx,,0051,ImageFrameOrigin,@keep()
60xx,,0100,OverlayBitsAllocated,@keep()
60xx,,0102,OverlayBitPosition,@keep()
60xx,,1001,OverlayActivationLayer,@keep()
60xx,,1301,ROIArea,@keep()
60xx,,1302,ROIMean,@keep()
60xx,,1303,ROIStandardDeviation,@keep()
60xx,,3000,OverlayData,@keep()
7FE0,,0008,FloatPixelData,@keep()
7FE0,,0009,DoubleFloatPixelData,@keep()
7FE0,,0010,PixelData,@keep()
